,Time,Type,Zone1,Zone2,Zone3
0,146,Tuna,-3.0,3.0,0.0
1,146,Salmon,-10.0,-5.0,15.0
2,146,Clown,-6.0,6.0,0.0
0,147,Tuna,-3.0,3.0,0.0
1,147,Salmon,-9.0,-6.0,15.0
2,147,Clown,-6.0,6.0,0.0
0,148,Tuna,-2.0,2.0,0.0
1,148,Salmon,-8.0,-7.0,15.0
2,148,Clown,-6.0,3.0,3.0
0,149,Tuna,-2.0,2.0,0.0
1,149,Salmon,-8.0,-7.0,15.0
2,149,Clown,-6.0,3.0,3.0
0,150,Tuna,-2.0,3.0,-1.0
1,150,Salmon,-8.0,-7.0,15.0
2,150,Clown,-6.0,6.0,0.0
0,151,Tuna,-2.0,3.0,-1.0
1,151,Salmon,-8.0,-7.0,15.0
2,151,Clown,-6.0,6.0,0.0
0,152,Tuna,-2.0,3.0,-1.0
1,152,Salmon,-8.0,-8.0,16.0
2,152,Clown,-6.0,6.0,0.0
0,153,Tuna,-2.0,2.0,0.0
1,153,Salmon,-8.0,-9.0,17.0
2,153,Clown,-6.0,6.0,0.0
0,154,Tuna,-3.0,3.0,0.0
1,154,Salmon,-6.0,-10.0,16.0
2,154,Clown,-6.0,6.0,0.0
0,155,Tuna,-3.0,3.0,0.0
1,155,Salmon,-7.0,-9.0,16.0
2,155,Clown,-6.0,6.0,0.0
0,156,Tuna,-3.0,3.0,0.0
1,156,Salmon,-7.0,-9.0,16.0
2,156,Clown,-3.0,3.0,0.0
0,157,Tuna,-2.0,2.0,0.0
1,157,Salmon,-7.0,-9.0,16.0
2,157,Clown,0.0,0.0,0.0
0,158,Tuna,-2.0,2.0,0.0
1,158,Salmon,-10.0,-6.0,16.0
2,158,Clown,0.0,0.0,0.0
0,159,Tuna,-2.0,2.0,0.0
1,159,Salmon,-11.0,-5.0,16.0
2,159,Clown,0.0,0.0,0.0
0,160,Tuna,-2.0,2.0,0.0
1,160,Salmon,-10.0,-6.0,16.0
2,160,Clown,0.0,0.0,0.0
0,161,Tuna,-2.0,2.0,0.0
1,161,Salmon,-9.0,-5.0,14.0
2,161,Clown,0.0,-3.0,3.0
0,162,Tuna,-2.0,3.0,-1.0
1,162,Salmon,-10.0,-4.0,14.0
2,162,Clown,3.0,-6.0,3.0
0,163,Tuna,-2.0,3.0,-1.0
1,163,Salmon,-9.0,-5.0,14.0
2,163,Clown,3.0,-9.0,6.0
0,164,Tuna,-2.0,3.0,-1.0
1,164,Salmon,-10.0,-4.0,14.0
2,164,Clown,6.0,-15.0,9.0
0,165,Tuna,-2.0,3.0,-1.0
1,165,Salmon,-12.0,-2.0,14.0
2,165,Clown,6.0,-15.0,9.0
0,166,Tuna,-1.0,2.0,-1.0
1,166,Salmon,-12.0,-3.0,15.0
2,166,Clown,6.0,-15.0,9.0
0,167,Tuna,-1.0,0.0,1.0
1,167,Salmon,-13.0,-2.0,15.0
2,167,Clown,3.0,-12.0,9.0
0,168,Tuna,-1.0,-1.0,2.0
1,168,Salmon,-13.0,-1.0,14.0
2,168,Clown,0.0,-12.0,12.0
0,169,Tuna,-2.0,1.0,1.0
1,169,Salmon,-14.0,-1.0,15.0
2,169,Clown,3.0,-15.0,12.0
0,170,Tuna,-2.0,2.0,0.0
1,170,Salmon,-14.0,-1.0,15.0
2,170,Clown,3.0,-15.0,12.0
0,171,Tuna,-2.0,2.0,0.0
1,171,Salmon,-15.0,0.0,15.0
2,171,Clown,3.0,-15.0,12.0
0,172,Tuna,-2.0,2.0,0.0
1,172,Salmon,-14.0,-1.0,15.0
2,172,Clown,0.0,-12.0,12.0
0,173,Tuna,-1.0,1.0,0.0
1,173,Salmon,-13.0,-2.0,15.0
2,173,Clown,0.0,-12.0,12.0
0,174,Tuna,-1.0,1.0,0.0
1,174,Salmon,-13.0,-3.0,16.0
2,174,Clown,0.0,-12.0,12.0
0,175,Tuna,-1.0,1.0,0.0
1,175,Salmon,-13.0,-3.0,16.0
2,175,Clown,3.0,-15.0,12.0
0,176,Tuna,-1.0,1.0,0.0
1,176,Salmon,-14.0,-1.0,15.0
2,176,Clown,3.0,-15.0,12.0
0,177,Tuna,-1.0,1.0,0.0
1,177,Salmon,-14.0,-3.0,17.0
2,177,Clown,3.0,-15.0,12.0
0,178,Tuna,0.0,-2.0,2.0
1,178,Salmon,-15.0,-2.0,17.0
2,178,Clown,3.0,-15.0,12.0
0,179,Tuna,0.0,-2.0,2.0
1,179,Salmon,-15.0,-2.0,17.0
2,179,Clown,3.0,-15.0,12.0
0,180,Tuna,0.0,-2.0,2.0
1,180,Salmon,-15.0,-2.0,17.0
2,180,Clown,0.0,-12.0,12.0
0,181,Tuna,0.0,-2.0,2.0
1,181,Salmon,-13.0,-5.0,18.0
2,181,Clown,0.0,-12.0,12.0
0,182,Tuna,1.0,-3.0,2.0
1,182,Salmon,-13.0,-5.0,18.0
2,182,Clown,-3.0,-9.0,12.0
0,183,Tuna,1.0,-2.0,1.0
1,183,Salmon,-14.0,-4.0,18.0
2,183,Clown,-3.0,-9.0,12.0
0,184,Tuna,0.0,-2.0,2.0
1,184,Salmon,-14.0,-4.0,18.0
2,184,Clown,-3.0,-9.0,12.0
0,185,Tuna,-1.0,0.0,1.0
1,185,Salmon,-15.0,-3.0,18.0
2,185,Clown,-3.0,-9.0,12.0
0,186,Tuna,0.0,0.0,0.0
1,186,Salmon,-14.0,-5.0,19.0
2,186,Clown,-3.0,-9.0,12.0
0,187,Tuna,-1.0,1.0,0.0
1,187,Salmon,-16.0,-2.0,18.0
2,187,Clown,-3.0,-9.0,12.0
0,188,Tuna,0.0,0.0,0.0
1,188,Salmon,-16.0,-2.0,18.0
2,188,Clown,-3.0,-9.0,12.0
0,189,Tuna,0.0,-1.0,1.0
1,189,Salmon,-16.0,-2.0,18.0
2,189,Clown,-3.0,-9.0,12.0
0,190,Tuna,0.0,-1.0,1.0
1,190,Salmon,-16.0,-3.0,19.0
2,190,Clown,-3.0,-9.0,12.0
0,191,Tuna,1.0,-3.0,2.0
1,191,Salmon,-15.0,-4.0,19.0
2,191,Clown,-3.0,-9.0,12.0
0,192,Tuna,1.0,-4.0,3.0
1,192,Salmon,-15.0,-2.0,17.0
2,192,Clown,-3.0,-9.0,12.0
0,193,Tuna,1.0,-4.0,3.0
1,193,Salmon,-14.0,-3.0,17.0
2,193,Clown,-3.0,-9.0,12.0
0,194,Tuna,0.0,-5.0,5.0
1,194,Salmon,-13.0,-4.0,17.0
2,194,Clown,-3.0,-9.0,12.0
0,195,Tuna,1.0,-6.0,5.0
1,195,Salmon,-14.0,-5.0,19.0
2,195,Clown,-9.0,-3.0,12.0
0,196,Tuna,1.0,-7.0,6.0
1,196,Salmon,-13.0,-6.0,19.0
2,196,Clown,-9.0,-3.0,12.0
0,197,Tuna,1.0,-7.0,6.0
1,197,Salmon,-13.0,-6.0,19.0
2,197,Clown,-9.0,-3.0,12.0
0,198,Tuna,1.0,-8.0,7.0
1,198,Salmon,-13.0,-6.0,19.0
2,198,Clown,-12.0,0.0,12.0
0,199,Tuna,1.0,-7.0,6.0
1,199,Salmon,-14.0,-4.0,18.0
2,199,Clown,-12.0,0.0,12.0
0,200,Tuna,1.0,-7.0,6.0
1,200,Salmon,-14.0,-4.0,18.0
2,200,Clown,-12.0,0.0,12.0
0,201,Tuna,1.0,-8.0,7.0
1,201,Salmon,-13.0,-5.0,18.0
2,201,Clown,-12.0,0.0,12.0
0,202,Tuna,3.0,-10.0,7.0
1,202,Salmon,-13.0,-6.0,19.0
2,202,Clown,-12.0,-3.0,15.0
0,203,Tuna,2.0,-10.0,8.0
1,203,Salmon,-11.0,-7.0,18.0
2,203,Clown,-12.0,-3.0,15.0
0,204,Tuna,2.0,-10.0,8.0
1,204,Salmon,-12.0,-4.0,16.0
2,204,Clown,-15.0,0.0,15.0
0,205,Tuna,2.0,-11.0,9.0
1,205,Salmon,-12.0,-3.0,15.0
2,205,Clown,-15.0,0.0,15.0
0,206,Tuna,2.0,-11.0,9.0
1,206,Salmon,-12.0,-3.0,15.0
2,206,Clown,-15.0,0.0,15.0
0,207,Tuna,1.0,-10.0,9.0
1,207,Salmon,-12.0,-4.0,16.0
2,207,Clown,-15.0,0.0,15.0
0,208,Tuna,1.0,-10.0,9.0
1,208,Salmon,-13.0,-2.0,15.0
2,208,Clown,-18.0,3.0,15.0
0,209,Tuna,1.0,-10.0,9.0
1,209,Salmon,-12.0,-3.0,15.0
2,209,Clown,-21.0,6.0,15.0
0,210,Tuna,1.0,-9.0,8.0
1,210,Salmon,-12.0,-5.0,17.0
2,210,Clown,-21.0,6.0,15.0
0,211,Tuna,0.0,-8.0,8.0
1,211,Salmon,-12.0,-6.0,18.0
2,211,Clown,-24.0,9.0,15.0
0,212,Tuna,0.0,-8.0,8.0
1,212,Salmon,-13.0,-5.0,18.0
